gene_set,mediator,outcome,adjusted,a_median,b_median,indirect_median,indirect_q1,indirect_q3,pct_consistent_sign,pct_indirect_sig,pct_a_sig,pct_b_sig,limiting_path,n_cells,stable_sign,supported
HALLMARK_HYPOXIA,baseline_oef,discordance_extraction,True,-0.1114659666252508,-0.23951323082163425,0.026417250401767355,0.018567999490558342,0.035465160563569895,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_oef,discordance_overshoot,False,-0.13875028319158444,0.10930962114961773,-0.015099221178067564,-0.01808940472232431,-0.012337065029832553,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_HYPOXIA,baseline_oef,discordance_overshoot,True,-0.1114659666252508,0.04581436849991158,-0.0051874494981262,-0.00691110197751557,-0.003521837781996144,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_HYPOXIA,baseline_oef,coupling_angle,False,-0.13875028319158444,0.1296827476082389,-0.01761384556149808,-0.021383845371186164,-0.014086959479502217,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_oef,coupling_angle,True,-0.1114659666252508,0.12076037019364298,-0.013328187372713246,-0.016810055930880138,-0.009309330207746644,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,discordance_extraction,False,-0.05621962196219623,0.22573459289120057,-0.012446549529732436,-0.019964648702466323,-0.005154720063400044,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,discordance_extraction,True,-0.046087381283078356,0.25241011817209846,-0.011707860454969358,-0.019494244576264055,-0.003174428767470383,0.825,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,discordance_overshoot,False,-0.05621962196219623,-0.20251502271219674,0.011164180615181162,0.00454644415178667,0.017468731541882183,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,discordance_overshoot,True,-0.046087381283078356,-0.2431197121142408,0.011109143605416764,0.003096721066363618,0.01849914433511662,0.825,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,coupling_angle,False,-0.05621962196219623,-0.14753330710785773,0.008272542537975096,0.003599195476492024,0.013930804163103702,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_cbv,coupling_angle,True,-0.046087381283078356,-0.166597848302312,0.007578133979876083,0.002009114710351711,0.013619840984482915,0.825,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,discordance_extraction,False,-0.043847180636430984,-0.2857369811448317,0.012503133424112974,0.0063899102934613155,0.017666410673834333,0.95,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,discordance_extraction,True,-0.03872105684103247,-0.2459858099313798,0.00958555867810193,0.005093936564703971,0.014362380453050841,0.9166666666666666,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,discordance_overshoot,False,-0.043847180636430984,0.10350895846730505,-0.004465293974039117,-0.006239901809752062,-0.002352347463811605,0.95,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,discordance_overshoot,True,-0.03872105684103247,0.04210755144718506,-0.001690651671134359,-0.002430661445339204,-0.000873876067458369,0.9166666666666666,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,coupling_angle,False,-0.043847180636430984,0.14358726278613348,-0.006209983017999005,-0.009030824253846383,-0.0031850513238439824,0.95,0.0,0.0,0.0,a,120,True,False
GOBP_BLOOD_VESSEL_MORPHOGENESIS,baseline_oef,coupling_angle,True,-0.03872105684103247,0.12934396906846873,-0.0049963652470013924,-0.007523833594942013,-0.0027073261101123384,0.9166666666666666,0.0,0.0,0.0,a,120,True,False
