cell,gene_set,n_genes,mediator,outcome,adjusted,probe_selection,lr_mirror,missing,a,a_p,b,b_p,c,c_p,c_prime,c_prime_p,indirect,indirect_p,indirect_p_product,indirect_ci_lo,indirect_ci_hi,proportion_mediated,limiting_path,n_valid,n_perm_exposure,n_perm_outcome,n_boot,method,n_covariates,indirect_p_fdr
01e98e73f708,glucose_lactate_transport,5,baseline_oef,discordance_extraction,False,diff_stability,,,-0.004700061842918989,0.9791020897910209,-0.28602762770696666,0.0673932606739326,0.21922260193138304,0.10068993100689931,0.2178782543923769,0.12378762123787622,0.0013443475390061523,0.9791020897910209,0.9793020697930207,-0.05849693999971386,0.06845567157161991,0.006132340037761867,a,99,10000,10000,500,spearman,0,0.9791020897910209
01e98e73f708,glucose_lactate_transport,5,baseline_oef,discordance_extraction,True,diff_stability,,,0.01724660790801036,0.9337066293370663,-0.24027934784274704,0.136986301369863,0.0038120742206316817,0.978002199780022,0.007956077921267974,0.9467053294670533,-0.004144003700636293,0.9337066293370663,0.9338066193380662,-0.054200847710710404,0.052422455245494715,,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glucose_lactate_transport,5,baseline_oef,discordance_overshoot,False,diff_stability,,,-0.004700061842918989,0.9791020897910209,0.10742941810499586,0.5246475352464753,-0.18257540366651442,0.203979602039796,-0.18207047875767216,0.21287871212878712,-0.0005049249088422814,0.9791020897910209,0.9793020697930207,-0.037673051417495,0.0293057799619782,0.0027655691769114684,a,99,10000,10000,500,spearman,0,0.9791020897910209
01e98e73f708,glucose_lactate_transport,5,baseline_oef,discordance_overshoot,True,diff_stability,,,0.01724660790801036,0.9337066293370663,0.039070321749289795,0.8238176182381762,0.05584801101898665,0.6643335666433356,0.05517418049893683,0.656034396560344,0.0006738305200498104,0.9337066293370663,0.9258074192580742,-0.018159378723994896,0.02729510323901501,0.012065434520501156,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glucose_lactate_transport,5,baseline_oef,coupling_angle,False,diff_stability,,,-0.004700061842918989,0.9791020897910209,0.14040065550505698,0.30296970302969706,0.04774273345701917,0.6707329267073293,0.0484026252206793,0.686931306869313,-0.0006598917636601322,0.9791020897910209,0.9791020897910209,-0.04701389558044288,0.03867044361469153,,a,99,10000,10000,500,spearman,0,0.9791020897910209
01e98e73f708,glucose_lactate_transport,5,baseline_oef,coupling_angle,True,diff_stability,,,0.01724660790801036,0.9337066293370663,0.12877471486477823,0.35896410358964104,0.01659630657023489,0.883011698830117,0.014375379554496226,0.8952104789521048,0.0022209270157386636,0.9337066293370663,0.9341065893410659,-0.04455063609354348,0.03555347373398377,,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,discordance_extraction,False,diff_stability,,,-0.07617810760667904,0.6852314768523148,0.24396243041867366,0.1436856314368563,0.21922260193138304,0.10068993100689931,0.23780719820780372,0.09809019098090191,-0.01858459627642067,0.6852314768523148,0.658934106589341,-0.08321507547578544,0.03614096547325583,-0.08477500090176683,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,discordance_extraction,True,diff_stability,,,-0.07853621935660764,0.6593340665933407,0.2520875412728716,0.11488851114888511,0.0038120742206316817,0.978002199780022,0.02361007665910581,0.8491150884911509,-0.019798002438474124,0.6593340665933407,0.6544345565443456,-0.07864526359120988,0.03012881158158958,,a,99,10000,10000,500,spearman,3,0.9935006499350064
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,discordance_overshoot,False,diff_stability,,,-0.07617810760667904,0.6852314768523148,-0.2169477045534266,0.24427557244275572,-0.18257540366651442,0.203979602039796,-0.1991020692490074,0.1827817218278172,0.016526665582492942,0.6852314768523148,0.6587341265873413,-0.029272341905215084,0.07610158856653375,-0.09051967160198614,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,discordance_overshoot,True,diff_stability,,,-0.07853621935660764,0.6593340665933407,-0.23516335606022062,0.1872812718728127,0.05584801101898665,0.6643335666433356,0.037379170102805136,0.7647235276472353,0.018468840916181513,0.6593340665933407,0.6594340565943405,-0.021321975444097547,0.07329116944855987,0.33069827517944483,a,99,10000,10000,500,spearman,3,0.9935006499350064
