gene,rho,p_spin,p_fdr
BBS5,0.1839183918391839,0.21897810218978103,0.9999000099990001
POMC,0.18358235823582358,0.36146385361463856,0.9999000099990001
VIPR2,0.1832823282328233,0.28477152284771523,0.9999000099990001
TMEM258,0.18323432343234325,0.41135886411358863,0.9999000099990001
OR7E156P,0.18312631263126314,0.19218078192180782,0.9999000099990001
CLCN2,0.1828502850285028,0.3123687631236876,0.9999000099990001
CDKN2A,0.18271827182718273,0.34066593340665935,0.9999000099990001
UHRF2,0.1825622562256226,0.41525847415258477,0.9999000099990001
SGTA,0.18198619861986198,0.28887111288871115,0.9999000099990001
CCDC14,0.18191419141914195,0.29957004299570045,0.9999000099990001
TDG,0.18185418541854187,0.2970702929707029,0.9999000099990001
CLBA1,0.18156615661566158,0.42385761423857615,0.9999000099990001
UCN,0.18149414941494152,0.24037596240375964,0.9999000099990001
UNC5D,0.18141014101410147,0.3708629137086291,0.9999000099990001
VCP,0.1812781278127813,0.3277672232776722,0.9999000099990001
ZNF213-AS1,0.18117011701170116,0.1366863313668633,0.9999000099990001
G2E3,0.18073807380738072,0.3290670932906709,0.9999000099990001
HIST1H2BH,0.18065406540654066,0.41545845415458454,0.9999000099990001
SERPINF1,0.18047404740474052,0.49025097490250974,0.9999000099990001
ZNF782,0.1800660066006601,0.3575642435756424,0.9999000099990001
LOC400710,0.1800300030003001,0.39306069393060694,0.9999000099990001
PPL,0.17974197419741977,0.36196380361963804,0.9999000099990001
FAAH2,0.1796699669966997,0.4203579642035796,0.9999000099990001
EMC6,0.17940594059405945,0.461053894610539,0.9999000099990001
FCHSD2,0.1793579357935794,0.3060693930606939,0.9999000099990001
HIST1H2BE,0.17899789978997904,0.28377162283771623,0.9999000099990001
L3MBTL3,0.17863786378637864,0.3157684231576842,0.9999000099990001
NAV1,0.17852985298529858,0.3404659534046595,0.9999000099990001
CALHM2,0.17821782178217827,0.270972902709729,0.9999000099990001
BEAN1,0.17820582058205825,0.30016998300169984,0.9999000099990001
ZNF830,0.1777377737773778,0.22407759224077592,0.9999000099990001
ZNF521,0.1776897689768977,0.47135286471352866,0.9999000099990001
GTF3C2,0.17759375937593758,0.33256674332566744,0.9999000099990001
INTS4,0.17755775577557759,0.35376462353764626,0.9999000099990001
TRIO,0.17753375337533756,0.5371462853714628,0.9999000099990001
DNMT3A,0.1773177317731774,0.39916008399160086,0.9999000099990001
EHBP1L1,0.176969696969697,0.43975602439756023,0.9999000099990001
RFC5,0.1759015901590159,0.32216778322167783,0.9999000099990001
ZBED8,0.1758655865586559,0.29287071292870714,0.9999000099990001
KIAA1257,0.17586558655865586,0.48265173482651735,0.9999000099990001
ANGPTL2,0.1755775577557756,0.2822717728227177,0.9999000099990001
CAV1,0.1755415541554156,0.2705729427057294,0.9999000099990001
HIST1H2BL,0.17538553855385547,0.3828617138286171,0.9999000099990001
ALG6,0.1753255325532554,0.23737626237376264,0.9999000099990001
PTPRO,0.17476147614761478,0.3661633836616338,0.9999000099990001
C5,0.1746534653465347,0.27607239276072393,0.9999000099990001
TOE1,0.1744734473447345,0.39446055394460555,0.9999000099990001
TMEM173,0.17399339933993402,0.48195180481951805,0.9999000099990001
DBP,0.17380138013801383,0.2957704229577042,0.9999000099990001
OR2L8,0.17352535253525356,0.29517048295170484,0.9999000099990001
HIST1H2AD,0.17341734173417342,0.36966303369663034,0.9999000099990001
PGAP3,0.1733093309330933,0.41115888411158885,0.9999000099990001
LINC00950,0.17309330933093314,0.45025497450254975,0.9999000099990001
CLIP3,0.1730333033303331,0.36376362363763626,0.9999000099990001
E2F6,0.17303330333033307,0.21227877212278773,0.9999000099990001
GRWD1,0.17291329132913294,0.16648335166483352,0.9999000099990001
SH3GL3,0.17282928292829286,0.44935506449355067,0.9999000099990001
PTAFR,0.1725772577257726,0.2552744725527447,0.9999000099990001
