parcellation,parcel_index,parcel_name,hemisphere,baseline_oef,baseline_cbf,baseline_cmro2,coupling_n_angle,discordance_risk,discordance_risk_extraction,discordance_risk_overshoot,discordance_risk_n,dropout_snr_coverage,venous_partial_volume,map_reliability_coupling,n_subjects_coupling,baseline_source,coupling_source,ahba_n_samples
schaefer200x7,62,7Networks_LH_Cont_Par_2,L,0.2897184789180755,56.03494644165039,125.60740661621094,1.243148760428399,0.7,0.275,0.425,40,0.644859790802002,0.0101271448656916,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,8
schaefer200x7,63,7Networks_LH_Cont_Par_3,L,0.2512014508247375,50.04053497314453,95.4719467163086,1.4025713429130833,0.85,0.225,0.625,40,0.5694444179534912,0.0131308445706963,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,2
schaefer200x7,64,7Networks_LH_Cont_Temp_1,L,0.5153164863586426,46.21735000610352,188.3532257080078,0.606983248345933,0.725,0.4,0.325,40,0.765625,0.0011454962659627,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,24
schaefer200x7,65,7Networks_LH_Cont_OFC_1,L,0.6009441018104553,35.31714630126953,160.27767944335938,0.1457708322921509,0.775,0.375,0.4,40,0.6538461446762085,0.0038937178906053,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,12
schaefer200x7,66,7Networks_LH_Cont_PFCl_1,L,0.4623816311359405,52.20746612548828,182.0634002685547,0.6652770182113437,0.65,0.275,0.375,40,0.6716417670249939,0.0021183586213737,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,15
schaefer200x7,67,7Networks_LH_Cont_PFCl_2,L,0.4464119374752044,49.18782806396485,160.04574584960938,0.4511898854457982,0.675,0.375,0.3,40,0.7272727489471436,0.0062969280406832,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,2
schaefer200x7,68,7Networks_LH_Cont_PFCl_3,L,0.4098365604877472,51.56138229370117,159.48828125,0.6622420118681747,0.625,0.375,0.25,40,0.6213592290878296,0.0055301026441156,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,4
schaefer200x7,69,7Networks_LH_Cont_PFCl_4,L,0.3859532177448272,48.11827087402344,139.48312377929688,0.7288603957724018,0.675,0.325,0.35,40,0.7211538553237915,0.0188513342291116,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,12
schaefer200x7,70,7Networks_LH_Cont_PFCl_5,L,0.3940783441066742,51.48536682128906,153.02880859375,0.7508621904154887,0.5,0.175,0.325,40,0.607594907283783,0.0229104217141866,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,4
schaefer200x7,71,7Networks_LH_Cont_pCun_1,L,0.4016273021697998,42.31492614746094,128.8312530517578,0.7628612230240913,0.525,0.45,0.075,40,0.6399999856948853,0.006295321509242,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,3
