parcellation,parcel_index,gene_set,score_median,score_q1,score_q3,n_cells,n_genes_present,n_genes_frozen
schaefer200x7,41,endothelial,0.5040127363613583,0.41407460180653144,0.712197501979378,12,6,6
schaefer200x7,42,endothelial,0.18317097216109207,0.10154036326876092,0.28804082199737635,12,6,6
schaefer200x7,43,endothelial,1.2523652808543018,1.1250286062681507,1.3656865644310325,12,6,6
schaefer200x7,44,endothelial,-0.24322709412235258,-0.521475365335096,-0.1438183191531435,12,6,6
schaefer200x7,45,endothelial,-1.0990939203834407,-1.2996366563267057,-0.681103542451279,12,6,6
schaefer200x7,46,endothelial,-0.8246093013877032,-0.9738926449421693,-0.7332317246485087,12,6,6
schaefer200x7,47,endothelial,-0.495640513683941,-0.5355173897691592,-0.2853502603147238,12,6,6
schaefer200x7,48,endothelial,0.08162797550012865,-0.11842741326482559,0.19168645077047042,12,6,6
schaefer200x7,49,endothelial,-0.24807134928702518,-0.418396630567221,-0.20367071315105964,12,6,6
schaefer200x7,50,endothelial,0.37082130031160243,0.2503270029267318,0.5616138543764198,12,6,6
schaefer200x7,51,endothelial,-0.4648749497848479,-0.5181938645803446,-0.23911692490594857,12,6,6
schaefer200x7,52,endothelial,-0.13636393517277445,-0.24309346401010506,0.08840584793798512,12,6,6
schaefer200x7,53,endothelial,0.194592065060946,0.1227972284316415,0.35538925257816245,12,6,6
schaefer200x7,54,endothelial,0.053938507443617015,-0.043879909417312166,0.12810034957926603,12,6,6
schaefer200x7,55,endothelial,-0.8511311434235349,-0.9006447766565778,-0.7824595445678606,12,6,6
schaefer200x7,56,endothelial,-0.5594063615828363,-0.6181260050659436,-0.5430787286167748,12,6,6
schaefer200x7,57,endothelial,-1.2090354316380643,-1.2788643091391103,-1.1130734129989304,12,6,6
schaefer200x7,58,endothelial,-1.2271805742355666,-1.376430764068844,-1.117043773817434,12,6,6
schaefer200x7,59,endothelial,-1.230391140565139,-1.3421893372976768,-1.191583131128929,12,6,6
schaefer200x7,60,endothelial,-1.2231303022284186,-1.281819654812271,-1.148738172634313,12,6,6
schaefer200x7,61,endothelial,-0.8992163478677907,-1.008668522776076,-0.5796613546147045,12,6,6
schaefer200x7,62,endothelial,-0.72332024071651,-0.8539300022759717,-0.6541319639185464,12,6,6
schaefer200x7,63,endothelial,0.2656950047652876,-0.025394445729433737,0.6732881571198289,12,6,6
schaefer200x7,64,endothelial,-0.7594972419261061,-0.8626003109880239,-0.7075175423205903,12,6,6
schaefer200x7,65,endothelial,0.4865998027018323,0.4576182820769364,0.5103388485968107,12,6,6
schaefer200x7,66,endothelial,-0.14988419583613535,-0.2033403731263627,-0.013639641316936475,12,6,6
schaefer200x7,67,endothelial,0.14523639739308267,0.012808999158142074,0.24555414789537508,12,6,6
schaefer200x7,68,endothelial,1.311818383574741,1.0467685901762733,1.4312380817260857,12,6,6
schaefer200x7,69,endothelial,0.32916130098512597,0.24951315059404233,0.3790175644298915,12,6,6
schaefer200x7,70,endothelial,0.9924102343583727,0.9192440024964537,1.078679728267377,12,6,6
schaefer200x7,71,endothelial,0.8860109683114242,0.6519257574351777,1.2560281843337657,12,6,6
schaefer200x7,72,endothelial,0.33021028277049125,0.10045415478638355,0.43033082395373223,12,6,6
schaefer200x7,73,endothelial,-0.19118375527090614,-0.35797856225209923,-0.06014171137699668,12,6,6
schaefer200x7,74,endothelial,-1.005334121440935,-1.0862714547748045,-0.911164774976983,12,6,6
schaefer200x7,75,endothelial,-0.4921972941499491,-0.5879578571776461,-0.4290710880241426,12,6,6
schaefer200x7,76,endothelial,-1.117996699001905,-1.1574237929643783,-0.9840433562815266,12,6,6
schaefer200x7,77,endothelial,-0.7634046175085449,-0.8468226099666385,-0.6396363258724549,12,6,6
schaefer200x7,78,endothelial,-0.6241786858065091,-0.6874273677653346,-0.5204770199880305,12,6,6
schaefer200x7,79,endothelial,-0.34710440236152174,-0.43073089775968476,-0.22898793135853304,12,6,6
schaefer200x7,80,endothelial,-0.480462239608202,-0.5975452050506924,-0.32600565026864625,12,6,6
schaefer200x7,81,endothelial,-0.35304708384632044,-0.4752080322210036,-0.2293755276624859,12,6,6
schaefer200x7,82,endothelial,-1.5908220497867953,-1.65566328968597,-1.1461553541597371,12,6,6
schaefer200x7,83,endothelial,-0.2798700559394803,-0.4378057544560709,-0.1759273199640995,12,6,6
schaefer200x7,84,endothelial,-0.17108591834330722,-0.26404203595419984,-0.08294778421882058,12,6,6
schaefer200x7,85,endothelial,-0.19385878970572284,-0.3590799887471763,-0.1415637197599742,12,6,6
schaefer200x7,86,endothelial,-0.6496768556785677,-0.887823878512785,-0.27065301957613425,12,6,6
schaefer200x7,87,endothelial,0.3399969461959862,0.23858185573885382,0.4687962764037233,12,6,6
schaefer200x7,88,endothelial,-0.44547793974931316,-0.6442904154727468,-0.16493887382519432,12,6,6
schaefer200x7,89,endothelial,-0.2579545229098103,-0.37843871213149366,-0.12489472991854783,12,6,6
schaefer200x7,90,endothelial,-0.7356539847792374,-0.7705654475199003,-0.5388982756182352,12,6,6
schaefer200x7,91,endothelial,0.3824759548795418,0.28774388388960925,0.49368371508680703,12,6,6
schaefer200x7,92,endothelial,0.18689958880504204,0.14459383261741993,0.2551667912314325,12,6,6
schaefer200x7,93,endothelial,0.7931527317425097,0.6645680793619873,0.8243346022017144,12,6,6
schaefer200x7,94,endothelial,-0.12232707298468609,-0.1957302179797712,-0.05201035389244827,12,6,6
schaefer200x7,95,endothelial,-0.14613452187324233,-0.3444603294098934,-0.026654211855096546,12,6,6
schaefer200x7,96,endothelial,0.33502434876454523,0.15503758831599684,0.5283646654291216,12,6,6
schaefer200x7,97,endothelial,0.3338790832988827,0.2969736594141479,0.45528991144644143,12,6,6
schaefer200x7,98,endothelial,0.07975947552234608,-0.1399210358551711,0.27672199029752165,12,6,6
schaefer200x7,99,endothelial,0.37610076697096,0.23909109692438293,0.6645469472855647,12,6,6
schaefer200x7,100,endothelial,-1.3343282708466324,-1.4296928337941128,-1.2260040760005557,12,6,6
schaefer200x7,1,pericyte_mural,-0.3737441475177131,-0.48363824955908963,-0.2945186622894418,12,4,5
schaefer200x7,2,pericyte_mural,-0.23488082993564888,-0.344405724663209,-0.02207606599865904,12,4,5
schaefer200x7,3,pericyte_mural,-0.715822606181063,-0.8151518790061925,-0.6538727760500753,12,4,5
schaefer200x7,4,pericyte_mural,-0.05363413879304772,-0.17842079979516176,0.019123000201817564,12,4,5
schaefer200x7,5,pericyte_mural,-1.0869112527979918,-1.3037421177100155,-0.9671346968949206,12,4,5
schaefer200x7,6,pericyte_mural,-1.3301853215979509,-1.4323252661739827,-1.0560512529338266,12,4,5
schaefer200x7,7,pericyte_mural,-0.5030186035013038,-0.7577858223822935,-0.2875690313052813,12,4,5
schaefer200x7,8,pericyte_mural,0.3114029040494453,0.07553982784333643,0.36552411692534204,12,4,5
schaefer200x7,9,pericyte_mural,-0.08208504214098504,-0.3440161618156977,0.209493008445533,12,4,5
schaefer200x7,10,pericyte_mural,-0.1567836489282993,-0.28144402404598934,0.09004115058189911,12,4,5
schaefer200x7,11,pericyte_mural,-0.8818111711196427,-0.9204802256531872,-0.6697926008540251,12,4,5
schaefer200x7,12,pericyte_mural,-0.27244737464709534,-0.48626448693094904,-0.16622081881412043,12,4,5
schaefer200x7,13,pericyte_mural,-0.008663913659798739,-0.1609436788854253,0.05006656256073653,12,4,5
schaefer200x7,14,pericyte_mural,-0.45075254457322333,-0.503983664891119,-0.3603732383656832,12,4,5
schaefer200x7,15,pericyte_mural,-0.12821793597533632,-0.15210295820235242,-0.10542413444313764,12,4,5
schaefer200x7,16,pericyte_mural,-0.5605344262105815,-0.6679946315550811,-0.40291697433082935,12,4,5
schaefer200x7,17,pericyte_mural,-0.3229268182619768,-0.3956625739245979,-0.20932190276961196,12,4,5
schaefer200x7,18,pericyte_mural,-0.7586834879862796,-0.7856528010058155,-0.7186582087016132,12,4,5
schaefer200x7,19,pericyte_mural,-0.36632624342638237,-0.4979895228681427,-0.2519474602552451,12,4,5
schaefer200x7,20,pericyte_mural,0.15561032683004256,0.025484844387133998,0.32061950048988586,12,4,5
schaefer200x7,21,pericyte_mural,1.2183911804899439,1.0551156697612796,1.450649459135882,12,4,5
schaefer200x7,22,pericyte_mural,1.53527303550492,1.405643889270067,1.6515720816489754,12,4,5
schaefer200x7,23,pericyte_mural,0.17178283747280285,0.11886987161213658,0.4088648902853322,12,4,5
schaefer200x7,24,pericyte_mural,0.5134229026615137,0.370724346668014,0.5620654524961095,12,4,5
schaefer200x7,25,pericyte_mural,-0.2789390123345098,-0.4031236610738164,-0.10160830406353129,12,4,5
schaefer200x7,26,pericyte_mural,1.1332314037951017,1.1120078062314824,1.2185973661294744,12,4,5
schaefer200x7,27,pericyte_mural,0.005412534405386249,-0.08938568115157336,0.12051921179521291,12,4,5
schaefer200x7,28,pericyte_mural,0.3191440392444993,0.22897489807158355,0.3738797913767025,12,4,5
schaefer200x7,29,pericyte_mural,0.6722977196311306,0.5616588066198928,0.7891435735616767,12,4,5
schaefer200x7,30,pericyte_mural,-0.24239434894713796,-0.6793925135958222,0.3061352228464591,12,4,5
schaefer200x7,31,pericyte_mural,-1.2133614300979612,-1.3225079349385696,-1.1195681085105276,12,4,5
schaefer200x7,32,pericyte_mural,-0.13415429698008358,-0.18455301562571313,-0.05919067867567372,12,4,5
schaefer200x7,33,pericyte_mural,-0.00852945432705153,-0.2840701236078358,0.20757754086925034,12,4,5
schaefer200x7,34,pericyte_mural,0.15295421820893096,-0.18292998740850622,0.21074051806547237,12,4,5
schaefer200x7,35,pericyte_mural,0.9995093452977755,0.670890631086197,1.2176961739448995,12,4,5
schaefer200x7,36,pericyte_mural,0.704639916280651,0.6052367190433805,1.2026332288465693,12,4,5
schaefer200x7,37,pericyte_mural,0.18867406762984162,-0.3713360557037196,0.8631391311765358,12,4,5
schaefer200x7,38,pericyte_mural,0.10759228390575101,-0.22357618117973396,0.4662526060425783,12,4,5
schaefer200x7,39,pericyte_mural,-0.4750087134188269,-0.5364059168111712,-0.361566186754678,12,4,5
schaefer200x7,40,pericyte_mural,-0.7460687351377048,-0.8799788160387131,-0.7030506024626415,12,4,5
schaefer200x7,41,pericyte_mural,0.11987492130287672,-0.024513969665671938,0.29032975171903963,12,4,5
schaefer200x7,42,pericyte_mural,0.004617490310935779,-0.08142104690624755,0.08465710550072687,12,4,5
schaefer200x7,43,pericyte_mural,0.061763442162705316,0.024465936889768107,0.19505061881315044,12,4,5
schaefer200x7,44,pericyte_mural,-0.296703819772533,-0.3489919893909566,-0.23222370975112527,12,4,5
schaefer200x7,45,pericyte_mural,0.35766949855221075,0.29773314981616017,0.4724628360880966,12,4,5
schaefer200x7,46,pericyte_mural,0.4995424002262465,0.38176500724557133,0.6794218444004672,12,4,5
